;YEAR;STATION;MOYENNE;STD;MIN;%25;%50;%75;MAX
82;2013;43376099999;1009.5988979707408;2.9743195605253736;1000.3;1007.5499877929688;1009.2000122070312;1011.6499938964844;1016.9
83;2014;43376099999;1010.182501051161;2.943591581408132;1001.6;1008.2749938964844;1010.2000122070312;1012.2999877929688;1019.4
84;2022;43376099999;1009.368368654835;2.6268298074139023;1003.7;1007.5;1009.5;1011.0;1015.1
85;2010;43376099999;1009.6491537147996;3.1119179257799066;1001.1;1007.5;1009.2000122070312;1011.7999877929688;1018.1
86;1995;80372099999;1015.004255578873;8.864731294565892;1007.0;1012.0;1014.0;1016.0;1072.0
87;2022;61017099999;1012.5621844807259;5.740837815313861;1000.8;1007.4250183105469;1013.4000244140625;1017.0749816894531;1025.2
88;2012;43376099999;1009.6080121625195;2.7719735655315474;1000.6;1007.7999877929688;1009.2999877929688;1011.9000244140625;1016.8
89;2011;43376099999;1009.6084536004693;2.388878208426276;1000.8;1007.7999877929688;1009.7000122070312;1011.4000244140625;1015.8
90;2021;43376099999;1008.360385131836;2.6585628970982316;1001.0;1006.5999755859375;1008.2000122070312;1010.0;1016.3
91;1980;80372099999;1019.8500061035156;12.940045464039244;1010.7;1015.2750091552734;1019.8500061035156;1024.4250030517578;1029.0
92;1995;67743099999;1012.6499938964844;3.3234105032513486;1010.3;1011.4749908447266;1012.6499938964844;1013.8249969482422;1015.0
93;2015;43376099999;1010.7354061642209;2.858336642229434;1001.3;1008.7000122070312;1010.7999877929688;1012.5999755859375;1018.8
94;2020;67743099999;954.0999755859375;;954.1;954.0999755859375;954.0999755859375;954.0999755859375;954.1
95;2019;43376099999;1008.7049224896438;3.661030513756421;997.5;1006.2000122070312;1008.5999755859375;1011.0;1019.5
96;1980;43376099999;1025.199951171875;;1025.2;1025.199951171875;1025.199951171875;1025.199951171875;1025.2
97;1995;43376099999;1004.2999877929688;4.666887492482064;1001.0;1002.6499938964844;1004.2999877929688;1005.9499816894531;1007.6
98;2002;80372099999;1009.7999877929688;;1009.8;1009.7999877929688;1009.7999877929688;1009.7999877929688;1009.8
99;2002;43376099999;1010.5;1.2728267328340857;1009.6;1010.0499877929688;1010.5;1010.9500122070312;1011.4
100;1980;93546099999;1014.0843734741211;2.867742079347156;1006.3;1011.5999755859375;1014.0;1016.2000122070312;1018.6
